iter	Logloss
305	0.5095047584
306	0.509496996
307	0.5094391209
308	0.5092442163
309	0.5092335294
310	0.5092335101
311	0.5092335083
312	0.5091587595
313	0.5091460639
314	0.5091222158
315	0.5090332972
316	0.5089506638
317	0.5089026579
318	0.5088056186
319	0.5087551143
320	0.5087551142
321	0.5085448615
322	0.508517759
323	0.5084728818
324	0.5084460171
325	0.5084460131
326	0.5084121078
327	0.5084121076
328	0.5083527315
329	0.5083523333
330	0.5082436982
331	0.5081839285
332	0.5081603619
333	0.5081305316
334	0.5080549441
335	0.5079788254
336	0.5079540875
337	0.5079005729
338	0.5078502283
339	0.5078420957
340	0.5078331102
341	0.5078331063
342	0.5078330672
343	0.5078235659
344	0.507817519
345	0.507503163
346	0.507471031
347	0.5074367026
348	0.5074221993
349	0.5073667835
350	0.5073617465
351	0.5073579555
352	0.5073253609
353	0.5072701774
354	0.5072105758
355	0.5071594636
356	0.5071594633
357	0.5071552434
358	0.5071317457
359	0.5069757667
360	0.5069226288
361	0.5065007286
362	0.5064905172
363	0.5063404646
364	0.5063217003
365	0.5062661509
366	0.5062293897
367	0.5061438019
368	0.5060839378
369	0.5060827789
370	0.5060621185
371	0.5059689829
372	0.5059180233
373	0.5058843641
374	0.5058378593
375	0.5058197661
376	0.5057753795
377	0.505762006
378	0.5057620006
379	0.5057173288
380	0.5056910695
381	0.5056892643
382	0.5056341389
383	0.5056341346
384	0.5055786516
385	0.5055786493
386	0.5055557037
387	0.505555703
388	0.5054868568
389	0.5054841471
390	0.5054376666
391	0.5053938431
392	0.5053930262
393	0.5053403533
394	0.5053256574
395	0.5053089136
396	0.505300701
397	0.5052480441
398	0.5052078166
399	0.5051846127
400	0.505174194
401	0.5051535027
402	0.5051493377
403	0.5051200494
404	0.505057809
405	0.5050578084
406	0.5050263223
407	0.5049930379
408	0.5049919333
409	0.5049877307
410	0.5049877288
411	0.5049877279
412	0.5049461839
413	0.5049461823
414	0.5049182123
415	0.5048634421
416	0.5048220851
417	0.5047873457
418	0.5047816927
419	0.5047042267
420	0.5044947382
421	0.5044947377
422	0.504427617
423	0.5044110675
424	0.5043763875
425	0.5041644301
426	0.5041124121
427	0.5040768656
428	0.5040755257
429	0.5040755096
430	0.5040213535
431	0.5040064923
432	0.5040060661
433	0.5039191626
434	0.5039116277
435	0.5038899264
436	0.5038558656
437	0.5038558601
438	0.5038346902
439	0.5038128103
440	0.5038046629
441	0.5037996959
442	0.5037518101
443	0.5036831506
444	0.5036628275
445	0.5036347603
446	0.5035959707
447	0.5035917213
448	0.5035872602
449	0.5035179223
450	0.5034938922
451	0.5034938892
452	0.5034721069
453	0.5034660578
454	0.5034507861
455	0.5034027616
456	0.5033746923
457	0.5033740325
458	0.5033677503
459	0.5033303167
460	0.5033071758
461	0.5032942775
462	0.5032942759
463	0.5032659182
464	0.503162332
465	0.5031182706
466	0.5030945691
467	0.5030932758
468	0.503061721
469	0.5030617203
470	0.5030343175
471	0.5029170246
472	0.5028786246
473	0.5028782617
474	0.5028258782
475	0.5027831455
476	0.5027831024
477	0.5027182387
478	0.5026845089
479	0.5026747105
480	0.5026747105
481	0.5026433814
482	0.5026358982
483	0.502625993
484	0.5026251408
485	0.5025866655
486	0.5025596003
487	0.5025369685
488	0.5025369685
489	0.5025053609
490	0.5024491593
491	0.5024259994
492	0.5023834715
493	0.5023748312
494	0.5023665602
495	0.5023278159
496	0.5023062347
497	0.502300101
498	0.5022963516
499	0.5022963516
500	0.5022963516
501	0.5022955574
502	0.5022935733
503	0.5022920512
504	0.5022678909
505	0.5022662234
506	0.5022647122
507	0.5022550659
508	0.5022483668
509	0.5022479721
510	0.5021948892
511	0.5021656365
512	0.5021656364
513	0.5021254625
514	0.50212249
515	0.5021211156
516	0.5021144656
517	0.5021081388
518	0.5021081388
519	0.5020824501
520	0.5019163266
521	0.501877421
522	0.501867282
523	0.5018389458
524	0.5018389452
525	0.5018389423
526	0.5018138609
527	0.5018024817
528	0.501722657
529	0.5016531358
530	0.5016292845
531	0.501552791
532	0.5015355171
533	0.5015212004
534	0.5014033874
535	0.5012388826
536	0.5012246832
537	0.5012246814
538	0.5011989151
539	0.5011871787
540	0.5010667747
541	0.5010666416
542	0.501044132
543	0.5010226134
544	0.5008966467
545	0.5008966463
546	0.5008918889
547	0.5008715213
548	0.5008715197
549	0.500871297
550	0.5008340163
551	0.5008150437
552	0.5007711877
553	0.5007693055
554	0.500769298
555	0.5007283907
556	0.5007194328
557	0.5007012597
558	0.5006830611
559	0.5006613138
560	0.5006603093
561	0.5006603092
562	0.5006289469
563	0.5005806204
564	0.5005806192
565	0.5005419611
566	0.5005389627
567	0.5005125114
568	0.5005095414
569	0.5004583066
570	0.5004265861
571	0.5004204301
572	0.5004203893
573	0.5003948181
574	0.5003730615
575	0.5003730615
576	0.5003496647
577	0.5003469086
578	0.5003469044
579	0.5002939647
580	0.5002939647
581	0.5002815161
582	0.5002797735
583	0.5002678195
584	0.5002677865
585	0.500267786
586	0.5002528005
587	0.5002318444
588	0.5002307889
589	0.5002307574
590	0.5001851426
591	0.5001720961
592	0.5001720477
593	0.5001717846
594	0.5001702548
595	0.5001449685
596	0.5001431632
597	0.5001426338
598	0.5000972093
599	0.500077039
600	0.5000711021
601	0.5000433214
602	0.500023827
603	0.5000238267
604	0.5000107906
605	0.5000107902
606	0.5000060476
607	0.5000060476
608	0.5000060469
609	0.5000060464
610	0.4999891566
611	0.4999011661
612	0.4998991941
613	0.4998991932
614	0.4998859791
615	0.499847967
616	0.49984655
617	0.499846521
618	0.4998245927
619	0.4998245819
620	0.4998223064
621	0.4998223057
622	0.4997925774
623	0.4997735089
624	0.4997483513
625	0.4997287922
626	0.4996954989
627	0.4996703042
628	0.4996703036
629	0.4996703031
630	0.4996702786
631	0.499656276
632	0.4996562754
633	0.4996562177
634	0.4996562177
635	0.4996263262
636	0.499607966
637	0.499607489
638	0.4995746364
639	0.4995591817
640	0.4995589819
641	0.4995456627
642	0.4995374019
643	0.4995325328
644	0.4995292821
645	0.4994913228
646	0.4994913223
647	0.4994571023
648	0.4994377065
649	0.4994155327
650	0.4994155089
651	0.4993970108
652	0.4993576834
653	0.4993476404
654	0.4993372021
655	0.4993341834
656	0.4993341831
657	0.4993341775
658	0.4993341772
659	0.4993162411
660	0.4993151213
661	0.499313238
662	0.4992977734
663	0.4992699667
664	0.4992671979
665	0.4992426142
666	0.4992336504
667	0.4992139728
668	0.4992136253
669	0.4992005084
670	0.4991889378
671	0.4991822453
672	0.4991812654
673	0.4991683603
674	0.4991683008
675	0.4991455189
676	0.4991357596
677	0.4991102375
678	0.4990890055
679	0.4990870576
680	0.4990783775
681	0.4990368049
682	0.4989326243
683	0.498932624
684	0.4989139069
685	0.4989035206
686	0.498882012
687	0.4988509738
688	0.4988509728
689	0.4988509719
690	0.4988497968
691	0.4988385501
692	0.4988350847
693	0.4988173213
694	0.4988115951
695	0.4987913411
696	0.498788995
697	0.4986960595
698	0.4986913614
699	0.4986717809
700	0.4986533189
701	0.498643084
702	0.498589111
703	0.4985654298
704	0.4985654295
705	0.4985637476
706	0.4985467074
707	0.4985347481
708	0.4985342386
709	0.4985342382
710	0.4985056629
711	0.4984782398
712	0.4984729886
713	0.4984714632
714	0.4984707233
715	0.4984683625
716	0.4984683613
717	0.4984403919
718	0.4984266116
719	0.4984046173
720	0.4984045911
721	0.4983086509
722	0.4982098396
723	0.4981908873
724	0.4981689963
725	0.4981689739
726	0.4981248809
727	0.498124814
728	0.4981016039
729	0.4981016034
730	0.4981015939
731	0.4981015938
732	0.4981015701
733	0.4980941924
734	0.4980941919
735	0.498093847
736	0.4980938468
737	0.4980938464
738	0.4980686878
739	0.4980686861
740	0.4980680754
741	0.4980673809
742	0.4980661488
743	0.4980558137
744	0.4980558136
745	0.4980558072
746	0.4980259263
747	0.4979961865
748	0.4979891369
749	0.4979663726
750	0.4979480488
751	0.4979480475
752	0.4979480227
753	0.4979283889
754	0.4979283869
755	0.4979281386
756	0.4979281376
757	0.4979252792
758	0.4979119626
759	0.4979115662
760	0.4978986819
761	0.4978788234
762	0.4978740817
763	0.4978740811
764	0.4978628634
765	0.4978472002
766	0.4978471988
767	0.4978317513
768	0.4978317512
769	0.4978287212
770	0.4978195759
771	0.4978061841
772	0.4977941025
773	0.4977609564
774	0.4977606554
775	0.4977433856
776	0.4977017004
777	0.4976918521
778	0.4976888945
779	0.4976880528
780	0.4976880522
781	0.4976879628
782	0.4976850092
783	0.497675826
784	0.4976542243
785	0.4976525
786	0.4976508276
787	0.4976508276
788	0.4976506003
789	0.4976175773
790	0.4976151886
791	0.4975908592
792	0.4975908588
793	0.4975842594
794	0.4975842593
795	0.497576096
796	0.4975687498
797	0.497567712
798	0.4975677117
799	0.4975671638
800	0.4975671635
801	0.4975669198
802	0.4975444112
803	0.4975441869
804	0.4975431993
805	0.4975279979
806	0.497524087
807	0.4975229447
808	0.4975229149
809	0.4975091844
810	0.4975072455
811	0.4975062729
812	0.4975042939
813	0.4975042924
814	0.4975042923
815	0.4975042922
816	0.4974919174
817	0.4974897451
818	0.4974884721
819	0.4974645521
820	0.4974611893
821	0.4974346766
822	0.4974342579
823	0.4974197957
824	0.4974197956
825	0.4974196335
826	0.4974175339
827	0.4974175339
828	0.4974174133
829	0.4974117067
830	0.497404274
831	0.4973880906
832	0.4973779244
833	0.4973652116
834	0.4973462773
835	0.4973249035
836	0.4973064116
837	0.4972879335
838	0.4972662468
839	0.4972463831
840	0.4972178343
841	0.4972137074
842	0.4971908203
843	0.4971908202
844	0.4971844097
845	0.4971798885
846	0.4971769111
847	0.4971768831
848	0.4970779528
849	0.4970779526
850	0.4970776006
851	0.4970669125
852	0.4970629075
853	0.497043987
854	0.4970439869
855	0.4970430572
856	0.4970339761
857	0.4970329637
858	0.4970195824
859	0.4970195823
860	0.4970058389
861	0.4969551393
862	0.4969330661
863	0.4969330541
864	0.4969330418
865	0.4968978155
866	0.4968831855
867	0.4968544674
868	0.4968537018
869	0.4968419361
870	0.4968236718
871	0.4968119704
872	0.4968105766
873	0.4967943711
874	0.4967754641
875	0.4967011757
876	0.4966766989
877	0.4966763234
878	0.4966757158
879	0.4966680592
880	0.4966576149
881	0.496648382
882	0.4966469777
883	0.4966323741
884	0.4966203087
885	0.4966203067
886	0.4966096758
887	0.4966011921
888	0.4966002426
889	0.4965980988
890	0.4965980988
891	0.4965773084
892	0.496577308
893	0.4965604514
894	0.4965600294
895	0.4965558776
896	0.4965496511
897	0.4965253634
898	0.4965251994
899	0.4965039368
900	0.4965039364
901	0.4965022048
902	0.4965016074
903	0.4964979983
904	0.4964950711
905	0.4964950667
906	0.4964950667
907	0.4964409025
908	0.4964387693
909	0.4964386897
910	0.4964386737
911	0.4963909601
912	0.4963905252
913	0.4963871646
914	0.4963871645
915	0.4963763675
916	0.4963761076
917	0.4963760975
918	0.4963612584
919	0.4963610636
920	0.4963604272
921	0.4963604271
922	0.4963604202
923	0.4963585711
924	0.4963240953
925	0.4963240952
926	0.4963051447
927	0.496304974
928	0.4962974418
929	0.4962882378
930	0.4962882378
931	0.4962815492
932	0.4962807772
933	0.4962699943
934	0.4962696056
935	0.4962691462
936	0.4962691356
937	0.4961882361
938	0.4961737524
939	0.4961473666
940	0.4961469137
941	0.4961372534
942	0.4961247994
943	0.4960946772
944	0.4960931202
945	0.4960668824
946	0.4960515358
947	0.4960494284
948	0.4960430786
949	0.4960427989
950	0.4960409024
951	0.4960195906
952	0.4960180814
953	0.4960180653
954	0.4960173584
955	0.4960160854
956	0.4960160648
957	0.4960094867
958	0.4960094865
959	0.4960080768
960	0.4960028024
961	0.4959836736
962	0.4959819509
963	0.4959792967
964	0.4959775268
965	0.495960783
966	0.4959418646
967	0.4959361819
968	0.4959072452
969	0.4959058781
970	0.4958945986
971	0.4958746656
972	0.4958675864
973	0.4958623096
974	0.4958433242
975	0.495843321
976	0.4958293988
977	0.4958293986
978	0.4958293986
979	0.4958170206
980	0.4958026482
981	0.4957949698
982	0.4957949641
983	0.4957949373
984	0.4957745267
985	0.4957563467
986	0.4957563467
987	0.4957545469
988	0.495754202
989	0.4957372199
990	0.4957345691
991	0.4957329007
992	0.4957329005
993	0.4957172385
994	0.4957162903
995	0.4957162902
996	0.4957158791
997	0.495715879
998	0.495715879
999	0.4957016161
